"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"347","Niklas Hjalmarsson","CHI","D","81","228.86666666667","1","3","1","2","4","80.00","3","33.33","0.04","3","3","0","0","0","1","2","1","1","0","0","2","13","6","7","6","38","0","0","-"
"368","Bryan Little","WPG","C","82","185.55","2","2","2","0","4","100.00","9","22.22","1.15","17","11","11","5","1","0","2","1","1","0","0","2","4","7","3","3","8","121","144","45.66"
"387","Jordan Staal","CAR","C","82","134.45","1","3","3","0","4","66.67","12","8.33","1.23","15","13","9","4","2","1","0","0","0","0","0","2","2","7","3","1","4","53","69","43.44"
"436","James van Riemsdyk","TOR","L","80","116.61666666667","2","2","1","1","4","100.00","10","20.00","0.91","14","12","8","4","0","0","6","3","3","0","0","1","2","6","1","7","3","3","4","42.86"
"437","Paul Byron","CGY","L","47","62.15","1","3","3","0","4","100.00","3","33.33","0.49","3","3","3","3","0","0","2","1","1","0","0","1","1","6","2","2","2","1","6","14.29"
"440","Logan Couture","S.J","C","65","88.433333333333","2","2","2","0","4","100.00","11","18.18","1.08","13","12","7","6","0","3","2","1","1","0","0","4","3","4","1","1","16","22","34","39.29"
"463","Mikael Backlund","CGY","C","76","147.21666666667","4","0","0","0","4","100.00","17","23.53","1.98","21","19","16","8","3","0","2","1","1","0","0","2","1","6","1","1","16","83","85","49.40"
"464","Ryan McDonagh","NYR","D","77","209.21666666667","3","1","1","0","4","50.00","4","75.00","0.13","4","4","2","0","0","0","2","1","1","0","0","4","8","5","8","2","29","0","0","-"
"692","Matt Read","PHI","R","75","229.96666666667","4","0","0","0","4","80.00","19","21.05","1.32","25","24","13","6","2","1","0","0","0","0","0","0","4","10","6","5","15","1","5","16.67"
"703","Ondrej Palat","T.B","L","81","168.21666666667","2","2","2","0","4","57.14","14","14.29","1.49","20","16","15","5","0","2","0","0","0","0","0","1","2","8","5","3","19","0","6","0.00"
"85","Derek MacKenzie","CBJ","C","71","131.86666666667","2","1","1","0","3","100.00","6","33.33","0.74","8","7","3","2","0","0","7","2","1","1","0","4","2","9","7","2","12","41","65","38.68"
"109","Antoine Vermette","PHX","C","82","184.11666666667","3","0","0","0","3","100.00","17","17.65","1.75","20","17","15","11","2","4","0","0","0","0","0","4","3","6","3","5","20","143","109","56.75"
"111","Dominic Moore","NYR","C","73","121.33333333333","1","2","2","0","3","75.00","9","11.11","0.75","12","10","8","3","1","1","2","1","1","0","0","0","1","2","3","5","9","30","41","42.25"
"140","Tomas Plekanec","MTL","C","81","239.28333333333","3","0","0","0","3","100.00","21","14.29","2.61","34","26","21","7","4","0","10","3","3","0","0","1","5","10","4","3","11","161","192","45.61"
"144","Christian Ehrhoff","BUF","D","79","204.81666666667","1","2","0","2","3","100.00","4","25.00","0.07","5","4","1","0","0","0","0","0","0","0","0","3","4","6","9","3","23","0","0","-"
"175","Frans Nielsen","NYI","C","80","172.4","2","1","1","0","3","100.00","7","28.57","1.16","12","10","9","4","1","1","4","2","2","0","0","4","3","13","3","3","8","75","109","40.76"
"180","Matt Stajan","CGY","C","63","128.53333333333","1","2","2","0","3","100.00","6","16.67","0.83","7","7","4","3","0","3","2","1","1","0","0","2","2","7","4","2","12","74","97","43.27"
"185","Johnny Boychuk","BOS","D","75","218.1","0","3","2","1","3","100.00","8","0.00","0.03","10","10","0","0","1","0","4","2","2","0","0","1","0","2","24","5","39","0","0","-"
"190","Alexander Steen","STL","L","68","129.41666666667","1","2","2","0","3","75.00","8","12.50","0.75","15","12","9","0","0","0","2","1","1","0","0","2","0","7","2","3","6","45","55","45.00"
"236","Clarke MacArthur","OTT","L","79","115.55","1","2","2","0","3","100.00","8","12.50","1.02","11","9","5","4","2","0","2","1","1","0","0","1","0","5","8","4","2","3","2","60.00"
"244","Brad Richardson","VAN","R","73","149.58333333333","2","1","0","1","3","75.00","6","33.33","0.98","11","9","9","6","0","1","2","1","1","0","0","2","5","8","4","2","5","67","78","46.21"
"261","Mark Giordano","CGY","D","64","169.6","0","3","1","2","3","50.00","1","0.00","0.09","3","2","2","0","0","0","2","1","1","0","0","6","3","7","6","2","25","0","0","-"
"272","Lauri Korpikoski","PHX","L","64","130.31666666667","0","3","3","0","3","100.00","5","0.00","0.43","11","8","5","1","0","0","4","2","2","0","0","2","1","6","9","2","11","0","2","0.00"
"327","T.J. Oshie","STL","R","79","140.06666666667","2","1","1","0","3","100.00","5","40.00","0.63","9","8","8","2","2","0","0","0","0","0","0","2","1","9","1","4","10","4","5","44.44"
"383","Cal Clutterbuck","NYI","R","73","130.05","2","1","1","0","3","100.00","14","14.29","1.91","27","24","16","9","3","1","2","1","1","0","0","3","0","4","9","1","5","0","2","0.00"
"392","Michael Grabner","NYI","R","64","132.05","3","0","0","0","3","100.00","22","13.64","3.49","34","31","24","15","10","1","0","0","0","0","0","2","0","23","6","0","10","3","2","60.00"
"414","Mark Letestu","CBJ","C","82","186.86666666667","1","2","2","0","3","50.00","14","7.14","0.83","21","18","7","4","2","1","0","0","0","0","0","0","0","5","10","2","6","53","82","39.26"
"426","Jamie Benn","DAL","L","81","60.666666666667","1","2","2","0","3","100.00","9","11.11","0.92","15","10","12","4","1","0","2","1","1","0","0","1","0","7","1","3","1","13","11","54.17"
"444","Kyle Turris","OTT","C","82","142.41666666667","2","1","1","0","3","100.00","16","12.50","1.38","25","20","16","5","3","0","2","1","1","0","0","3","5","11","1","4","7","102","83","55.14"
"448","Brandon Sutter","PIT","C","81","187.26666666667","3","0","0","0","3","100.00","9","33.33","2.18","11","11","8","7","4","2","0","0","0","0","0","1","1","10","3","2","11","82","128","39.05"
"453","Dwight King","L.A","L","77","98.783333333333","3","0","0","0","3","100.00","6","50.00","0.67","8","7","7","4","0","0","0","0","0","0","0","1","2","4","2","1","6","1","2","33.33"
"484","Jason Garrison","VAN","D","81","121.05","1","2","2","0","3","150.00","1","100.00","0.05","4","3","0","0","0","0","2","1","1","0","0","0","3","1","9","3","17","0","0","-"
"518","Derek Stepan","NYR","C","82","96.45","0","3","3","0","3","60.00","9","0.00","0.65","13","11","7","3","2","0","0","0","0","0","0","4","0","3","0","0","4","43","59","42.16"
"543","Tommy Wingels","S.J","C","77","97.616666666667","2","1","1","0","3","50.00","6","33.33","0.85","9","8","5","4","0","0","2","1","1","0","0","0","3","3","6","5","14","1","1","50.00"
"663","Jaden Schwartz","STL","L","80","124.13333333333","3","0","0","0","3","100.00","17","17.65","1.87","21","21","16","7","2","0","2","1","1","0","0","0","1","11","2","1","4","8","3","72.73"
"18","Michal Handzus","CHI","C","59","149.06666666667","1","1","1","0","2","66.67","5","20.00","0.44","5","5","2","1","1","0","4","2","2","0","0","1","4","5","3","2","24","54","68","44.26"
"32","Matt Cooke","MIN","L","82","206.78333333333","1","1","1","0","2","100.00","8","12.50","0.93","12","11","8","3","3","1","6","3","3","0","0","1","1","7","21","8","15","5","5","50.00"
"34","Patrick Marleau","S.J","C, L","82","135.05","2","0","0","0","2","66.67","8","25.00","1.02","10","9","9","5","2","0","0","0","0","0","0","0","2","6","1","3","6","25","38","39.68"
"36","Eric Brewer","T.B","D","77","178.13333333333","0","2","0","2","2","40.00","1","0.00","0.06","1","1","1","0","0","0","2","1","1","0","0","2","5","1","12","6","22","0","0","-"
"44","Brian Campbell","FLA","D","82","160.53333333333","0","2","2","0","2","50.00","1","0.00","0","2","1","0","0","0","0","2","1","1","0","0","2","5","4","8","2","10","0","0","-"
"47","Martin St. Louis","NYR, T.B","R","81","94.2","1","1","1","0","2","100.00","9","11.11","0.93","14","13","10","5","0","0","0","0","0","0","0","2","0","5","3","3","8","2","8","20.00"
"80","Adam Hall","PHI","R","80","238.21666666667","2","0","0","0","2","66.67","11","18.18","1.24","16","13","6","2","2","0","2","1","1","0","0","1","1","6","5","6","21","110","91","54.73"
"92","Joel Ward","WSH","R","82","153.3","2","0","0","0","2","100.00","7","28.57","0.62","11","8","7","3","1","1","4","1","1","0","0","1","5","10","0","6","20","21","41","33.87"
"122","Mikko Koivu","MIN","C","65","90.466666666667","0","2","2","0","2","100.00","1","0.00","0.17","4","3","1","0","0","0","6","3","3","0","0","0","3","4","2","0","3","70","60","53.85"
"128","R.J. Umberger","CBJ","C","74","83.15","1","1","1","0","2","66.67","4","25.00","0.39","7","5","4","3","0","0","0","0","0","0","0","2","1","2","3","1","2","1","1","50.00"
"135","Fedor Tyutin","CBJ","D","69","190.83333333333","0","2","0","2","2","50.00","1","0.00","0.17","5","2","1","0","1","0","4","2","2","0","0","1","5","6","16","9","23","0","0","-"
"149","Marek Zidlicky","N.J","D","81","24.366666666667","0","2","1","1","2","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","-"
"152","Brooks Laich","WSH","C","51","148.15","1","1","0","1","2","200.00","4","25.00","0.51","7","5","6","3","2","1","4","2","2","0","0","2","0","5","1","5","15","61","82","42.66"
"156","Vernon Fiddler","DAL","C","76","152.46666666667","0","2","2","0","2","100.00","9","0.00","1.53","10","10","6","1","0","0","0","0","0","0","0","4","1","5","1","4","13","87","122","41.63"
"179","Boyd Gordon","EDM","C","74","206","1","1","1","0","2","200.00","6","16.67","0.27","7","6","2","1","0","0","0","0","0","0","0","2","3","4","1","1","21","153","184","45.40"
"181","Gregory Campbell","BOS","C","82","152.48333333333","1","1","1","0","2","100.00","5","20.00","0.61","10","7","5","3","0","2","10","4","4","0","0","2","2","2","1","0","16","52","52","50.00"
"195","Patrick Dwyer","CAR","R","75","137.11666666667","2","0","0","0","2","50.00","7","28.57","0.76","14","10","6","3","3","0","0","0","0","0","0","0","2","8","5","5","12","1","2","33.33"
"221","Mike Richards","L.A","C","82","128.43333333333","1","1","1","0","2","100.00","4","25.00","0.86","7","6","7","6","3","0","0","0","0","0","0","1","6","6","3","3","3","40","26","60.61"
"222","Brian Boyle","NYR","C","82","169.31666666667","0","2","1","1","2","66.67","10","0.00","1.29","15","12","11","4","1","2","6","3","3","0","0","2","4","4","5","3","17","91","103","46.91"
"246","Nate Thompson","T.B","C","81","162","2","0","0","0","2","100.00","5","40.00","0.56","8","5","4","1","0","0","4","1","1","0","0","0","3","8","0","3","16","80","91","46.78"
"248","Joe Pavelski","S.J","C","82","130.93333333333","1","1","1","0","2","100.00","8","12.50","0.63","12","10","9","3","2","0","0","0","0","0","0","3","6","8","1","1","14","72","68","51.43"
"266","Andrew Ladd","WPG","L","78","161.1","0","2","2","0","2","66.67","7","0.00","1.09","17","11","8","6","3","2","0","0","0","0","0","4","4","7","11","3","13","2","4","33.33"
"288","Peter Regin","CHI, NYI","C","61","36.283333333333","0","2","1","1","2","100.00","2","0.00","0.28","3","3","3","2","0","0","0","0","0","0","0","2","0","1","2","0","0","3","16","15.79"
"303","Mike Santorelli","VAN","C","49","84.083333333333","0","2","1","1","2","66.67","5","0.00","0.59","9","8","7","2","1","0","0","0","0","0","0","3","1","3","1","2","6","15","13","53.57"
"312","Rich Peverley","DAL","C","62","70.983333333333","1","1","1","0","2","50.00","4","25.00","0.49","8","7","5","0","0","1","0","0","0","0","0","0","1","6","1","0","2","32","29","52.46"
"316","Mason Raymond","TOR","L","82","111.8","1","1","1","0","2","40.00","5","20.00","0.59","7","6","6","2","1","1","4","2","2","0","0","2","1","5","1","2","5","1","1","50.00"
"332","Marc-Edouard Vlasic","S.J","D","81","177.8","1","1","0","1","2","50.00","2","50.00","0.17","6","5","0","0","1","0","4","2","2","0","0","2","1","5","5","7","31","0","0","-"
"348","Darren Helm","DET","C","42","91.2","2","0","0","0","2","100.00","15","13.33","1.44","20","16","16","6","3","1","0","0","0","0","0","3","0","2","3","5","2","38","41","48.10"
"349","Nathan Gerbe","CAR","C","81","81.1","2","0","0","0","2","66.67","8","25.00","0.79","12","9","6","3","3","0","2","1","1","0","0","1","0","5","3","0","3","0","3","0.00"
"360","Dan Girardi","NYR","D","81","227.65","0","2","0","2","2","33.33","2","0.00","0.04","2","2","0","0","0","0","6","3","3","0","0","4","7","3","20","3","35","0","0","-"
"364","Andy Greene","N.J","D","82","292.05","0","2","0","2","2","25.00","4","0.00","0.19","6","5","3","2","2","0","0","0","0","0","0","0","11","13","10","10","36","0","0","-"
"380","Jiri Tlusty","CAR","L","68","39.666666666667","2","0","0","0","2","100.00","2","100.00","0.37","3","3","3","1","0","0","0","0","0","0","0","1","1","3","1","3","6","0","3","0.00"
"400","Artem Anisimov","CBJ","C","81","170.66666666667","2","0","0","0","2","100.00","7","28.57","1.37","13","11","8","5","3","1","2","1","1","0","0","2","1","14","3","3","13","26","42","38.24"
"404","Erik Condra","OTT","R","76","182.03333333333","1","1","1","0","2","100.00","11","9.09","1.14","21","17","7","2","0","1","0","0","0","0","0","2","7","11","4","6","23","1","14","6.67"
"424","Karl Alzner","WSH","D","82","294.38333333333","0","2","1","1","2","66.67","2","0.00","0.07","5","3","1","0","0","0","4","2","2","0","0","0","7","2","7","5","45","0","0","-"
"427","TJ Galiardi","CGY","L","62","67.783333333333","1","1","1","0","2","100.00","4","25.00","0.28","5","4","3","2","0","0","2","1","1","0","0","3","0","3","0","2","8","3","12","20.00"
"473","Lars Eller","MTL","C","77","108.91666666667","1","1","1","0","2","100.00","5","20.00","0.72","9","6","6","4","0","0","2","1","1","0","0","3","2","4","4","3","6","42","42","50.00"
"479","Zack Smith","OTT","C","82","133.1","1","1","1","0","2","100.00","12","8.33","1.21","16","15","7","6","3","1","12","6","6","0","0","4","2","10","5","7","4","95","97","49.48"
"529","TJ Brodie","CGY","D","81","160.91666666667","0","2","0","2","2","40.00","3","0.00","0.14","5","5","2","1","0","0","0","0","0","0","0","1","2","4","5","3","9","0","0","-"
"548","Antoine Roussel","DAL","L","81","135.71666666667","0","2","1","1","2","100.00","3","0.00","0.36","5","4","3","2","0","1","17","7","6","1","0","7","3","5","4","7","13","3","5","37.50"
"569","Jakob Silfverberg","ANA","R","52","54.15","2","0","0","0","2","100.00","5","40.00","1.18","8","8","5","3","0","1","0","0","0","0","0","1","0","1","0","1","5","0","4","0.00"
"574","Evander Kane","WPG","L","63","115.68333333333","2","0","0","0","2","100.00","12","16.67","1.75","22","17","15","7","4","0","2","1","1","0","0","0","1","8","7","2","6","6","5","54.55"
"610","Casey Cizikas","NYI","C","80","193.96666666667","0","2","1","1","2","50.00","8","0.00","2.2","11","9","9","8","3","1","0","0","0","0","0","2","2","9","3","5","20","76","128","37.25"
"628","Brenden Dillon","DAL","D","80","191.25","2","0","0","0","2","40.00","5","40.00","0.41","8","5","4","2","0","1","19","8","7","1","0","4","3","1","24","1","21","0","0","-"
"659","Nick Bjugstad","FLA","C","76","27.216666666667","1","1","1","0","2","100.00","2","50.00","0.12","3","3","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","11","22","33.33"
"689","Ryan Garbutt","DAL","C","75","102.8","2","0","0","0","2","100.00","10","20.00","1.47","17","12","12","7","3","0","22","7","6","0","1","8","0","10","9","6","15","1","1","50.00"
"715","Brandon Saad","CHI","L","78","55.666666666667","0","2","1","1","2","100.00","5","0.00","0.6","7","7","6","4","0","0","0","0","0","0","0","3","1","6","0","2","4","1","2","33.33"
"755","Zemgus Girgensons","BUF","C","70","125.61666666667","1","1","1","0","2","66.67","9","11.11","0.98","13","12","8","4","2","1","0","0","0","0","0","1","0","3","2","2","10","17","33","34.00"
"768","Andrej Sustr","T.B","D","43","51.15","0","2","0","2","2","66.67","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","4","0","0","-"
"8","Kimmo Timonen","PHI","D","77","261.71666666667","0","1","0","1","1","20.00","13","0.00","0.33","17","14","4","0","0","2","2","1","1","0","0","1","9","1","21","8","29","0","0","-"
"9","Ed Jovanovski","FLA","D","37","72.016666666667","0","1","0","1","1","50.00","2","0.00","0.13","2","2","0","0","0","0","0","0","0","0","0","0","0","2","6","1","5","0","0","-"
"26","Zdeno Chara","BOS","D","77","245.1","0","1","0","1","1","50.00","5","0.00","0.03","6","6","0","0","0","0","4","2","2","0","0","5","10","2","22","7","31","0","0","-"
"33","Joe Thornton","S.J","C","82","28.366666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","0","0","1","40","31","56.34"
"38","Daniel Cleary","DET","R","52","80.466666666667","0","1","1","0","1","50.00","3","0.00","0.26","3","3","2","2","1","0","2","1","1","0","0","1","1","4","3","4","3","1","1","50.00"
"39","Scott Hannan","S.J","D","56","104.88333333333","0","1","1","0","1","25.00","0","-","0","1","0","1","0","0","0","4","2","2","0","0","1","1","2","3","1","11","0","0","-"
"43","Jason Chimera","WSH","L","82","144.61666666667","0","1","1","0","1","50.00","7","0.00","0.61","11","9","5","3","0","2","2","1","1","0","0","2","3","2","6","2","12","23","30","43.40"
"53","Bryan Allen","ANA","D","68","155.86666666667","0","1","0","1","1","25.00","4","0.00","0.09","5","5","0","0","0","0","0","0","0","0","0","2","3","0","12","5","34","0","0","-"
"54","Manny Malhotra","CAR","C","69","113.33333333333","0","1","1","0","1","100.00","4","0.00","0.27","4","4","2","0","1","0","2","1","1","0","0","2","2","5","3","2","10","121","91","57.08"
"55","Alex Tanguay","COL","L","16","12.733333333333","1","0","0","0","1","100.00","2","50.00","0.13","2","2","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"63","Francois Beauchemin","ANA","D","70","227.9","0","1","0","1","1","14.29","4","0.00","0.04","4","4","0","0","0","0","6","3","3","0","0","1","7","3","9","3","38","0","0","-"
"64","Brian Gionta","MTL","R","81","130.38333333333","0","1","1","0","1","100.00","7","0.00","0.53","9","8","6","3","1","0","4","2","2","0","0","2","2","7","3","6","13","4","4","50.00"
"65","Shawn Horcoff","DAL","C","77","90.4","1","0","0","0","1","100.00","3","33.33","0.49","4","4","4","0","0","0","2","1","1","0","0","0","0","4","3","0","5","18","32","36.00"
"70","Andrei Markov","MTL","D","81","203.76666666667","1","0","0","0","1","33.33","3","33.33","0.33","5","5","2","2","1","0","6","3","3","0","0","4","9","6","2","3","33","0","0","-"
"72","Michael Ryder","N.J","R","82","2.75","1","0","0","0","1","100.00","2","50.00","0.05","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"99","Ron Hainsey","CAR","D","82","170.03333333333","0","1","0","1","1","20.00","3","0.00","0.33","5","5","1","1","0","0","0","0","0","0","0","1","3","3","7","4","7","0","0","-"
"101","Anton Volchenkov","N.J","D","56","208.96666666667","0","1","0","1","1","100.00","1","0.00","0.02","3","2","0","0","0","0","2","1","1","0","0","0","3","2","24","2","48","0","0","-"
"102","Brad Boyes","FLA","R","78","24.2","1","0","0","0","1","50.00","3","33.33","0.34","5","4","4","1","0","0","0","0","0","0","0","0","0","2","1","0","3","1","1","50.00"
"105","Niklas Kronwall","DET","D","79","242.56666666667","0","1","1","0","1","50.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","2","5","6","17","5","49","0","0","-"
"106","Nick Schultz","CBJ, EDM","D","69","149.36666666667","0","1","1","0","1","100.00","0","-","0.13","1","1","1","1","0","0","2","1","1","0","0","0","2","1","5","6","27","0","0","-"
"107","Tomas Kopecky","FLA","R","49","87.75","1","0","0","0","1","100.00","3","33.33","0.54","6","5","4","3","0","1","0","0","0","0","0","0","1","2","2","4","3","2","7","22.22"
"108","Jarret Stoll","L.A","C","78","165.18333333333","0","1","0","1","1","50.00","5","0.00","0.4","7","5","3","2","1","1","0","0","0","0","0","1","4","4","17","2","15","109","123","46.98"
"113","Matt Hendricks","EDM, NSH","L","77","198.91666666667","1","0","0","0","1","50.00","17","5.88","1.15","19","18","11","4","1","0","0","0","0","0","0","2","7","3","9","4","27","8","7","53.33"
"114","Travis Moen","MTL","L","65","165.96666666667","0","1","1","0","1","50.00","11","0.00","1.66","13","12","12","10","2","0","2","1","1","0","0","2","2","5","7","1","21","2","0","100.00"
"121","Stephen Weiss","DET","C","26","18.966666666667","0","1","0","1","1","100.00","1","0.00","0.19","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","2","1","8","5","61.54"
"139","Jay McClement","TOR","C","81","278","0","1","1","0","1","50.00","8","0.00","0.45","9","8","6","3","2","0","2","1","1","0","0","3","7","9","15","8","20","147","167","46.82"
"154","Johnny Oduya","CHI","D","77","163.56666666667","0","1","1","0","1","100.00","2","0.00","0.17","2","2","1","0","1","1","2","1","1","0","0","1","6","3","11","4","21","0","0","-"
"158","Dennis Wideman","CGY","D","46","61.483333333333","0","1","0","1","1","50.00","1","0.00","0.06","3","3","0","0","1","0","0","0","0","0","0","1","2","0","7","0","8","0","0","-"
"164","Tomas Fleischmann","FLA","L","80","85.266666666667","0","1","1","0","1","50.00","5","0.00","0.17","5","5","1","0","0","0","2","1","1","0","0","0","1","3","6","1","1","0","2","0.00"
"169","Paul Ranger","TOR","D","53","101.68333333333","1","0","0","0","1","33.33","2","50.00","0.8","2","2","0","0","1","0","0","0","0","0","0","3","9","3","13","2","8","0","0","-"
"171","Scottie Upshall","FLA","R","76","94.95","1","0","0","0","1","100.00","5","20.00","0.51","11","8","6","1","1","0","4","2","2","0","0","2","0","5","1","2","5","8","3","72.73"
"173","Alexander Semin","CAR","R","65","35.2","1","0","0","0","1","100.00","2","50.00","0.23","7","4","5","1","2","0","2","1","1","0","0","1","3","2","1","1","2","1","3","25.00"
"182","Max Talbot","COL, PHI","C","81","222.68333333333","1","0","0","0","1","100.00","8","12.50","0.89","9","8","8","3","2","0","4","2","2","0","0","0","0","12","10","5","16","50","66","43.10"
"184","Eric Nystrom","NSH","L","79","145.33333333333","1","0","0","0","1","100.00","2","50.00","0.17","4","3","2","1","0","0","6","3","3","0","0","5","2","5","2","3","10","1","0","100.00"
"189","Daniel Paille","BOS","L","72","106.38333333333","1","0","0","0","1","100.00","10","10.00","1.27","16","13","10","5","1","1","0","0","0","0","0","4","2","6","3","5","8","0","0","-"
"192","Chris Higgins","VAN","L","78","163.91666666667","0","1","1","0","1","50.00","6","0.00","0.76","11","8","9","2","1","1","0","0","0","0","0","1","3","5","2","3","10","3","3","50.00"
"193","Duncan Keith","CHI","D","79","188.28333333333","0","1","0","1","1","16.67","4","0.00","0.06","5","4","1","0","0","0","0","0","0","0","0","2","8","8","2","2","12","0","0","-"
"199","Jonathan Ericsson","DET","D","48","143.45","0","1","0","1","1","100.00","1","0.00","0","1","1","0","0","0","0","8","4","4","0","0","3","5","2","20","1","16","0","0","-"
"200","Josh Gorges","MTL","D","66","221.71666666667","0","1","0","1","1","33.33","2","0.00","0.02","2","2","0","0","0","0","0","0","0","0","0","1","5","6","9","5","49","0","0","-"
"201","Alexandre Burrows","VAN","L","49","91.766666666667","0","1","1","0","1","100.00","4","0.00","0.29","8","5","2","1","1","1","0","0","0","0","0","2","1","4","2","1","13","3","2","60.00"
"202","Andre Benoit","COL","D","79","137.31666666667","0","1","0","1","1","100.00","1","0.00","0.05","2","2","0","0","0","0","6","3","3","0","0","0","4","2","9","2","14","0","0","-"
"208","Ryan Suter","MIN","D","82","193.65","0","1","0","1","1","50.00","2","0.00","0.23","7","6","2","1","0","0","0","0","0","0","0","1","0","3","6","3","21","0","0","-"
"209","Braydon Coburn","PHI","D","82","327.03333333333","1","0","0","0","1","16.67","11","9.09","0.4","15","13","3","1","1","2","6","3","3","0","0","0","7","4","10","9","43","0","0","-"
"210","Dion Phaneuf","TOR","D","80","226.36666666667","0","1","1","0","1","25.00","1","0.00","0.11","4","3","0","0","1","0","24","4","2","0","2","1","11","5","13","2","26","0","1","0.00"
"211","Jeff Carter","L.A","C","72","108.76666666667","1","0","0","0","1","50.00","6","16.67","0.74","10","8","8","3","2","0","0","0","0","0","0","0","4","3","3","1","5","18","23","43.90"
"212","Dustin Brown","L.A","R","79","38.933333333333","0","1","1","0","1","100.00","1","0.00","0.3","4","4","2","2","0","0","4","2","2","0","0","0","0","0","10","0","1","0","1","0.00"
"213","Brent Seabrook","CHI","D","82","163.16666666667","1","0","0","0","1","25.00","3","33.33","0.23","6","5","3","0","1","0","2","1","1","0","0","4","16","7","12","5","17","0","0","-"
